id,text,labels,group,split,genre_top
blues/blues.00021,A slow instrumental excerpt at about 99 beats per minute. The timbre is very dark and very focused across the spectrum. The recording is moderate and very smooth. It covers a narrow range of pitch classes.,blues,blues/blues.00021,,blues
blues/blues.00022,A slow instrumental excerpt at about 96 beats per minute. The timbre is very dark and very focused across the spectrum. The recording is moderate and smooth. It covers a narrow range of pitch classes.,blues,blues/blues.00022,,blues
blues/blues.00023,A very fast instrumental excerpt at about 185 beats per minute. The timbre is very dark and very focused across the spectrum. The recording is moderate and smooth. It covers a narrow range of pitch classes.,blues,blues/blues.00023,,blues
blues/blues.00024,A moderate instrumental excerpt at about 103 beats per minute. The timbre is very dark and very focused across the spectrum. The recording is quiet and very smooth. It covers a very narrow range of pitch classes.,blues,blues/blues.00024,,blues
blues/blues.00025,A slow instrumental excerpt at about 92 beats per minute. The timbre is very dark and very focused across the spectrum. The recording is quiet and smooth. It covers a narrow range of pitch classes.,blues,blues/blues.00025,,blues
blues/blues.00026,A slow instrumental excerpt at about 83 beats per minute. The timbre is very dark and focused across the spectrum. The recording is quiet and smooth. It covers a very narrow range of pitch classes.,blues,blues/blues.00026,,blues
blues/blues.00027,A slow instrumental excerpt at about 92 beats per minute. The timbre is very dark and very focused across the spectrum. The recording is moderate and smooth. It covers a narrow range of pitch classes.,blues,blues/blues.00027,,blues
blues/blues.00028,A moderate instrumental excerpt at about 103 beats per minute. The timbre is very dark and very focused across the spectrum. The recording is moderate and very smooth. It covers a very narrow range of pitch classes.,blues,blues/blues.00028,,blues
blues/blues.00029,A up-tempo instrumental excerpt at about 129 beats per minute. The timbre is dark and moderately spread across the spectrum. The recording is moderate and smooth. It covers a narrow range of pitch classes.,blues,blues/blues.00029,,blues
blues/blues.00030,A very fast instrumental excerpt at about 152 beats per minute. The timbre is very dark and moderately spread across the spectrum. The recording is loud and very smooth. It covers a very narrow range of pitch classes.,blues,blues/blues.00030,,blues
blues/blues.00031,A very fast instrumental excerpt at about 152 beats per minute. The timbre is very dark and moderately spread across the spectrum. The recording is loud and very smooth. It covers a very narrow range of pitch classes.,blues,blues/blues.00031,,blues
blues/blues.00032,A up-tempo instrumental excerpt at about 144 beats per minute. The timbre is very dark and focused across the spectrum. The recording is moderate and very smooth. It covers a very narrow range of pitch classes.,blues,blues/blues.00032,,blues
blues/blues.00033,A very fast instrumental excerpt at about 152 beats per minute. The timbre is dark and moderately spread across the spectrum. The recording is moderate and very smooth. It covers a very narrow range of pitch classes.,blues,blues/blues.00033,,blues
blues/blues.00034,A very fast instrumental excerpt at about 185 beats per minute. The timbre is dark and moderately spread across the spectrum. The recording is moderate and very smooth. It covers a very narrow range of pitch classes.,blues,blues/blues.00034,,blues
blues/blues.00035,A up-tempo instrumental excerpt at about 129 beats per minute. The timbre is dark and moderately spread across the spectrum. The recording is loud and very smooth. It covers a narrow range of pitch classes.,blues,blues/blues.00035,,blues
blues/blues.00036,A very fast instrumental excerpt at about 152 beats per minute. The timbre is very dark and focused across the spectrum. The recording is loud and very smooth. It covers a very narrow range of pitch classes.,blues,blues/blues.00036,,blues
blues/blues.00037,A moderate instrumental excerpt at about 123 beats per minute. The timbre is very dark and focused across the spectrum. The recording is quiet and very smooth. It covers a very narrow range of pitch classes.,blues,blues/blues.00037,,blues
blues/blues.00038,A slow instrumental excerpt at about 86 beats per minute. The timbre is dark and moderately spread across the spectrum. The recording is loud and very smooth. It covers a very narrow range of pitch classes.,blues,blues/blues.00038,,blues
blues/blues.00039,A moderate instrumental excerpt at about 117 beats per minute. The timbre is very dark and focused across the spectrum. The recording is quiet and very smooth. It covers a very narrow range of pitch classes.,blues,blues/blues.00039,,blues
blues/blues.00040,A very fast instrumental excerpt at about 172 beats per minute. The timbre is balanced and moderately spread across the spectrum. The recording is moderate and moderately percussive. It covers a moderate range of pitch classes.,blues,blues/blues.00040,,blues
blues/blues.00041,A up-tempo instrumental excerpt at about 129 beats per minute. The timbre is balanced and spread across the spectrum. The recording is moderate and moderately percussive. It covers a moderate range of pitch classes.,blues,blues/blues.00041,,blues
blues/blues.00042,A slow instrumental excerpt at about 89 beats per minute. The timbre is balanced and moderately spread across the spectrum. The recording is moderate and moderately percussive. It covers a moderate range of pitch classes.,blues,blues/blues.00042,,blues
blues/blues.00043,A up-tempo instrumental excerpt at about 129 beats per minute. The timbre is balanced and moderately spread across the spectrum. The recording is moderate and moderately percussive. It covers a moderate range of pitch classes.,blues,blues/blues.00043,,blues
blues/blues.00044,A up-tempo instrumental excerpt at about 136 beats per minute. The timbre is balanced and moderately spread across the spectrum. The recording is moderate and moderately percussive. It covers a moderate range of pitch classes.,blues,blues/blues.00044,,blues
blues/blues.00045,A up-tempo instrumental excerpt at about 129 beats per minute. The timbre is dark and moderately spread across the spectrum. The recording is moderate and very smooth. It covers a wide range of pitch classes.,blues,blues/blues.00045,,blues
blues/blues.00046,A moderate instrumental excerpt at about 123 beats per minute. The timbre is balanced and moderately spread across the spectrum. The recording is moderate and smooth. It covers a moderate range of pitch classes.,blues,blues/blues.00046,,blues
blues/blues.00047,A very fast instrumental excerpt at about 152 beats per minute. The timbre is balanced and moderately spread across the spectrum. The recording is moderate and smooth. It covers a narrow range of pitch classes.,blues,blues/blues.00047,,blues
blues/blues.00048,A moderate instrumental excerpt at about 123 beats per minute. The timbre is balanced and moderately spread across the spectrum. The recording is moderate and moderately percussive. It covers a moderate range of pitch classes.,blues,blues/blues.00048,,blues
blues/blues.00049,A moderate instrumental excerpt at about 123 beats per minute. The timbre is very dark and focused across the spectrum. The recording is quiet and very smooth. It covers a very narrow range of pitch classes.,blues,blues/blues.00049,,blues
blues/blues.00050,A up-tempo instrumental excerpt at about 136 beats per minute. The timbre is balanced and moderately spread across the spectrum. The recording is loud and moderately percussive. It covers a moderate range of pitch classes.,blues,blues/blues.00050,,blues
blues/blues.00051,A slow instrumental excerpt at about 99 beats per minute. The timbre is balanced and focused across the spectrum. The recording is loud and moderately percussive. It covers a moderate range of pitch classes.,blues,blues/blues.00051,,blues
blues/blues.00052,A very fast instrumental excerpt at about 152 beats per minute. The timbre is dark and focused across the spectrum. The recording is moderate and smooth. It covers a narrow range of pitch classes.,blues,blues/blues.00052,,blues
blues/blues.00053,A moderate instrumental excerpt at about 103 beats per minute. The timbre is balanced and moderately spread across the spectrum. The recording is loud and percussive. It covers a moderate range of pitch classes.,blues,blues/blues.00053,,blues
blues/blues.00054,A slow instrumental excerpt at about 89 beats per minute. The timbre is balanced and moderately spread across the spectrum. The recording is loud and moderately percussive. It covers a wide range of pitch classes.,blues,blues/blues.00054,,blues
blues/blues.00055,A up-tempo instrumental excerpt at about 136 beats per minute. The timbre is balanced and moderately spread across the spectrum. The recording is loud and moderately percussive. It covers a wide range of pitch classes.,blues,blues/blues.00055,,blues
blues/blues.00056,A very fast instrumental excerpt at about 161 beats per minute. The timbre is dark and moderately spread across the spectrum. The recording is moderate and smooth. It covers a moderate range of pitch classes.,blues,blues/blues.00056,,blues
blues/blues.00057,A slow instrumental excerpt at about 92 beats per minute. The timbre is dark and focused across the spectrum. The recording is loud and moderately percussive. It covers a wide range of pitch classes.,blues,blues/blues.00057,,blues
blues/blues.00058,A moderate instrumental excerpt at about 108 beats per minute. The timbre is balanced and moderately spread across the spectrum. The recording is loud and moderately percussive. It covers a moderate range of pitch classes.,blues,blues/blues.00058,,blues
blues/blues.00059,A moderate instrumental excerpt at about 108 beats per minute. The timbre is balanced and moderately spread across the spectrum. The recording is loud and percussive. It covers a moderate range of pitch classes.,blues,blues/blues.00059,,blues
blues/blues.00060,A very fast instrumental excerpt at about 152 beats per minute. The timbre is balanced and moderately spread across the spectrum. The recording is loud and moderately percussive. It covers a wide range of pitch classes.,blues,blues/blues.00060,,blues
blues/blues.00061,A up-tempo instrumental excerpt at about 129 beats per minute. The timbre is bright and moderately spread across the spectrum. The recording is moderate and percussive. It covers a wide range of pitch classes.,blues,blues/blues.00061,,blues
blues/blues.00062,A moderate instrumental excerpt at about 112 beats per minute. The timbre is balanced and moderately spread across the spectrum. The recording is moderate and moderately percussive. It covers a narrow range of pitch classes.,blues,blues/blues.00062,,blues
blues/blues.00063,A slow instrumental excerpt at about 92 beats per minute. The timbre is bright and spread across the spectrum. The recording is moderate and percussive. It covers a narrow range of pitch classes.,blues,blues/blues.00063,,blues
blues/blues.00064,A slow instrumental excerpt at about 78 beats per minute. The timbre is bright and moderately spread across the spectrum. The recording is moderate and percussive. It covers a narrow range of pitch classes.,blues,blues/blues.00064,,blues
blues/blues.00065,A moderate instrumental excerpt at about 108 beats per minute. The timbre is bright and moderately spread across the spectrum. The recording is moderate and percussive. It covers a narrow range of pitch classes.,blues,blues/blues.00065,,blues
blues/blues.00066,A very fast instrumental excerpt at about 161 beats per minute. The timbre is balanced and moderately spread across the spectrum. The recording is moderate and percussive. It covers a moderate range of pitch classes.,blues,blues/blues.00066,,blues
blues/blues.00067,A very fast instrumental excerpt at about 161 beats per minute. The timbre is balanced and moderately spread across the spectrum. The recording is moderate and moderately percussive. It covers a narrow range of pitch classes.,blues,blues/blues.00067,,blues
blues/blues.00068,A very fast instrumental excerpt at about 161 beats per minute. The timbre is bright and moderately spread across the spectrum. The recording is moderate and percussive. It covers a narrow range of pitch classes.,blues,blues/blues.00068,,blues
blues/blues.00069,A slow instrumental excerpt at about 78 beats per minute. The timbre is balanced and moderately spread across the spectrum. The recording is moderate and percussive. It covers a narrow range of pitch classes.,blues,blues/blues.00069,,blues
blues/blues.00070,A up-tempo instrumental excerpt at about 144 beats per minute. The timbre is balanced and moderately spread across the spectrum. The recording is moderate and moderately percussive. It covers a narrow range of pitch classes.,blues,blues/blues.00070,,blues
blues/blues.00071,A very slow instrumental excerpt at about 74 beats per minute. The timbre is balanced and moderately spread across the spectrum. The recording is moderate and percussive. It covers a narrow range of pitch classes.,blues,blues/blues.00071,,blues
blues/blues.00072,A moderate instrumental excerpt at about 103 beats per minute. The timbre is bright and spread across the spectrum. The recording is moderate and percussive. It covers a narrow range of pitch classes.,blues,blues/blues.00072,,blues
blues/blues.00073,A slow instrumental excerpt at about 99 beats per minute. The timbre is balanced and moderately spread across the spectrum. The recording is very loud and moderately percussive. It covers a narrow range of pitch classes.,blues,blues/blues.00073,,blues
blues/blues.00074,A moderate instrumental excerpt at about 112 beats per minute. The timbre is bright and spread across the spectrum. The recording is loud and percussive. It covers a moderate range of pitch classes.,blues,blues/blues.00074,,blues
blues/blues.00075,A moderate instrumental excerpt at about 117 beats per minute. The timbre is balanced and moderately spread across the spectrum. The recording is loud and moderately percussive. It covers a wide range of pitch classes.,blues,blues/blues.00075,,blues
blues/blues.00076,A moderate instrumental excerpt at about 117 beats per minute. The timbre is bright and spread across the spectrum. The recording is loud and percussive. It covers a moderate range of pitch classes.,blues,blues/blues.00076,,blues
blues/blues.00077,A slow instrumental excerpt at about 99 beats per minute. The timbre is balanced and moderately spread across the spectrum. The recording is very loud and moderately percussive. It covers a moderate range of pitch classes.,blues,blues/blues.00077,,blues
blues/blues.00078,A moderate instrumental excerpt at about 123 beats per minute. The timbre is balanced and moderately spread across the spectrum. The recording is very loud and percussive. It covers a moderate range of pitch classes.,blues,blues/blues.00078,,blues
blues/blues.00079,A slow instrumental excerpt at about 78 beats per minute. The timbre is balanced and moderately spread across the spectrum. The recording is very loud and percussive. It covers a wide range of pitch classes.,blues,blues/blues.00079,,blues
blues/blues.00080,A moderate instrumental excerpt at about 117 beats per minute. The timbre is dark and focused across the spectrum. The recording is very loud and moderately percussive. It covers a moderate range of pitch classes.,blues,blues/blues.00080,,blues
blues/blues.00081,A moderate instrumental excerpt at about 103 beats per minute. The timbre is balanced and moderately spread across the spectrum. The recording is very loud and percussive. It covers a moderate range of pitch classes.,blues,blues/blues.00081,,blues
blues/blues.00082,A moderate instrumental excerpt at about 123 beats per minute. The timbre is balanced and moderately spread across the spectrum. The recording is very loud and moderately percussive. It covers a narrow range of pitch classes.,blues,blues/blues.00082,,blues
blues/blues.00083,A up-tempo instrumental excerpt at about 136 beats per minute. The timbre is balanced and moderately spread across the spectrum. The recording is very loud and moderately percussive. It covers a wide range of pitch classes.,blues,blues/blues.00083,,blues
blues/blues.00084,A moderate instrumental excerpt at about 112 beats per minute. The timbre is balanced and moderately spread across the spectrum. The recording is very loud and moderately percussive. It covers a moderate range of pitch classes.,blues,blues/blues.00084,,blues
blues/blues.00085,A up-tempo instrumental excerpt at about 144 beats per minute. The timbre is very dark and focused across the spectrum. The recording is loud and smooth. It covers a narrow range of pitch classes.,blues,blues/blues.00085,,blues
blues/blues.00086,A moderate instrumental excerpt at about 123 beats per minute. The timbre is very dark and focused across the spectrum. The recording is moderate and very smooth. It covers a moderate range of pitch classes.,blues,blues/blues.00086,,blues
blues/blues.00087,A very fast instrumental excerpt at about 172 beats per minute. The timbre is dark and focused across the spectrum. The recording is loud and smooth. It covers a narrow range of pitch classes.,blues,blues/blues.00087,,blues
blues/blues.00088,A very fast instrumental excerpt at about 172 beats per minute. The timbre is very dark and focused across the spectrum. The recording is moderate and very smooth. It covers a moderate range of pitch classes.,blues,blues/blues.00088,,blues
blues/blues.00089,A moderate instrumental excerpt at about 108 beats per minute. The timbre is very dark and very focused across the spectrum. The recording is quiet and very smooth. It covers a narrow range of pitch classes.,blues,blues/blues.00089,,blues
blues/blues.00090,A up-tempo instrumental excerpt at about 144 beats per minute. The timbre is dark and moderately spread across the spectrum. The recording is moderate and smooth. It covers a moderate range of pitch classes.,blues,blues/blues.00090,,blues
blues/blues.00091,A very slow instrumental excerpt at about 63 beats per minute. The timbre is very dark and very focused across the spectrum. The recording is moderate and very smooth. It covers a wide range of pitch classes.,blues,blues/blues.00091,,blues
blues/blues.00092,A slow instrumental excerpt at about 83 beats per minute. The timbre is very dark and very focused across the spectrum. The recording is quiet and very smooth. It covers a moderate range of pitch classes.,blues,blues/blues.00092,,blues
blues/blues.00093,A very slow instrumental excerpt at about 59 beats per minute. The timbre is very dark and very focused across the spectrum. The recording is quiet and very smooth. It covers a moderate range of pitch classes.,blues,blues/blues.00093,,blues
blues/blues.00094,A moderate instrumental excerpt at about 103 beats per minute. The timbre is very dark and focused across the spectrum. The recording is moderate and smooth. It covers a moderate range of pitch classes.,blues,blues/blues.00094,,blues
blues/blues.00095,A up-tempo instrumental excerpt at about 136 beats per minute. The timbre is very dark and focused across the spectrum. The recording is loud and smooth. It covers a moderate range of pitch classes.,blues,blues/blues.00095,,blues
blues/blues.00096,A up-tempo instrumental excerpt at about 144 beats per minute. The timbre is very dark and focused across the spectrum. The recording is quiet and very smooth. It covers a very narrow range of pitch classes.,blues,blues/blues.00096,,blues
blues/blues.00097,A moderate instrumental excerpt at about 117 beats per minute. The timbre is very dark and focused across the spectrum. The recording is loud and very smooth. It covers a moderate range of pitch classes.,blues,blues/blues.00097,,blues
blues/blues.00098,A moderate instrumental excerpt at about 123 beats per minute. The timbre is balanced and moderately spread across the spectrum. The recording is moderate and percussive. It covers a wide range of pitch classes.,blues,blues/blues.00098,,blues
blues/blues.00099,A slow instrumental excerpt at about 92 beats per minute. The timbre is dark and focused across the spectrum. The recording is moderate and smooth. It covers a moderate range of pitch classes.,blues,blues/blues.00099,,blues
classical/classical.00000,A slow instrumental excerpt at about 96 beats per minute. The timbre is dark and focused across the spectrum. The recording is very quiet and moderately percussive. It covers a very narrow range of pitch classes.,classical,classical/classical.00000,,classical
classical/classical.00001,A moderate instrumental excerpt at about 112 beats per minute. The timbre is very dark and very focused across the spectrum. The recording is very quiet and moderately percussive. It covers a very narrow range of pitch classes.,classical,classical/classical.00001,,classical
classical/classical.00002,A slow instrumental excerpt at about 99 beats per minute. The timbre is dark and focused across the spectrum. The recording is very quiet and moderately percussive. It covers a very narrow range of pitch classes.,classical,classical/classical.00002,,classical
classical/classical.00003,A very slow instrumental excerpt at about 72 beats per minute. The timbre is dark and very focused across the spectrum. The recording is very quiet and moderately percussive. It covers a very narrow range of pitch classes.,classical,classical/classical.00003,,classical
classical/classical.00004,A very fast instrumental excerpt at about 161 beats per minute. The timbre is dark and focused across the spectrum. The recording is very quiet and moderately percussive. It covers a very narrow range of pitch classes.,classical,classical/classical.00004,,classical
classical/classical.00005,A up-tempo instrumental excerpt at about 144 beats per minute. The timbre is dark and focused across the spectrum. The recording is very quiet and smooth. It covers a very narrow range of pitch classes.,classical,classical/classical.00005,,classical
classical/classical.00006,A slow instrumental excerpt at about 99 beats per minute. The timbre is very dark and focused across the spectrum. The recording is very quiet and smooth. It covers a very narrow range of pitch classes.,classical,classical/classical.00006,,classical
classical/classical.00007,A very fast instrumental excerpt at about 215 beats per minute. The timbre is very dark and focused across the spectrum. The recording is very quiet and smooth. It covers a very narrow range of pitch classes.,classical,classical/classical.00007,,classical
classical/classical.00008,A up-tempo instrumental excerpt at about 136 beats per minute. The timbre is dark and focused across the spectrum. The recording is very quiet and smooth. It covers a very narrow range of pitch classes.,classical,classical/classical.00008,,classical
classical/classical.00009,A very fast instrumental excerpt at about 235 beats per minute. The timbre is very dark and focused across the spectrum. The recording is very quiet and smooth. It covers a very narrow range of pitch classes.,classical,classical/classical.00009,,classical
classical/classical.00010,A moderate instrumental excerpt at about 103 beats per minute. The timbre is dark and focused across the spectrum. The recording is very quiet and moderately percussive. It covers a very narrow range of pitch classes.,classical,classical/classical.00010,,classical
classical/classical.00011,A very fast instrumental excerpt at about 152 beats per minute. The timbre is very dark and very focused across the spectrum. The recording is very quiet and smooth. It covers a very narrow range of pitch classes.,classical,classical/classical.00011,,classical
classical/classical.00012,A slow instrumental excerpt at about 96 beats per minute. The timbre is very dark and very focused across the spectrum. The recording is very quiet and smooth. It covers a very narrow range of pitch classes.,classical,classical/classical.00012,,classical
classical/classical.00013,A up-tempo instrumental excerpt at about 129 beats per minute. The timbre is very dark and very focused across the spectrum. The recording is very quiet and moderately percussive. It covers a very narrow range of pitch classes.,classical,classical/classical.00013,,classical
classical/classical.00014,A up-tempo instrumental excerpt at about 144 beats per minute. The timbre is very dark and very focused across the spectrum. The recording is very quiet and smooth. It covers a very narrow range of pitch classes.,classical,classical/classical.00014,,classical
classical/classical.00015,A slow instrumental excerpt at about 83 beats per minute. The timbre is very dark and focused across the spectrum. The recording is very quiet and smooth. It covers a very narrow range of pitch classes.,classical,classical/classical.00015,,classical
classical/classical.00016,A slow instrumental excerpt at about 99 beats per minute. The timbre is very dark and very focused across the spectrum. The recording is very quiet and very smooth. It covers a very narrow range of pitch classes.,classical,classical/classical.00016,,classical
classical/classical.00017,A slow instrumental excerpt at about 89 beats per minute. The timbre is very dark and very focused across the spectrum. The recording is very quiet and moderately percussive. It covers a very narrow range of pitch classes.,classical,classical/classical.00017,,classical
classical/classical.00018,A very fast instrumental excerpt at about 161 beats per minute. The timbre is very dark and very focused across the spectrum. The recording is very quiet and smooth. It covers a very narrow range of pitch classes.,classical,classical/classical.00018,,classical
classical/classical.00019,A very fast instrumental excerpt at about 185 beats per minute. The timbre is very dark and focused across the spectrum. The recording is very quiet and smooth. It covers a narrow range of pitch classes.,classical,classical/classical.00019,,classical
classical/classical.00020,A up-tempo instrumental excerpt at about 144 beats per minute. The timbre is very dark and very focused across the spectrum. The recording is very quiet and smooth. It covers a very narrow range of pitch classes.,classical,classical/classical.00020,,classical
classical/classical.00021,A up-tempo instrumental excerpt at about 136 beats per minute. The timbre is very dark and very focused across the spectrum. The recording is very quiet and smooth. It covers a very narrow range of pitch classes.,classical,classical/classical.00021,,classical
classical/classical.00022,A moderate instrumental excerpt at about 108 beats per minute. The timbre is very dark and very focused across the spectrum. The recording is very quiet and smooth. It covers a very narrow range of pitch classes.,classical,classical/classical.00022,,classical
classical/classical.00023,A slow instrumental excerpt at about 96 beats per minute. The timbre is very dark and very focused across the spectrum. The recording is very quiet and very smooth. It covers a very narrow range of pitch classes.,classical,classical/classical.00023,,classical
classical/classical.00024,A very fast instrumental excerpt at about 152 beats per minute. The timbre is very dark and very focused across the spectrum. The recording is quiet and smooth. It covers a very narrow range of pitch classes.,classical,classical/classical.00024,,classical
classical/classical.00025,A up-tempo instrumental excerpt at about 129 beats per minute. The timbre is very dark and very focused across the spectrum. The recording is quiet and smooth. It covers a narrow range of pitch classes.,classical,classical/classical.00025,,classical
classical/classical.00026,A very fast instrumental excerpt at about 161 beats per minute. The timbre is very dark and very focused across the spectrum. The recording is very quiet and moderately percussive. It covers a very narrow range of pitch classes.,classical,classical/classical.00026,,classical
classical/classical.00027,A up-tempo instrumental excerpt at about 136 beats per minute. The timbre is very dark and very focused across the spectrum. The recording is very quiet and smooth. It covers a very narrow range of pitch classes.,classical,classical/classical.00027,,classical
classical/classical.00028,A very fast instrumental excerpt at about 161 beats per minute. The timbre is very dark and very focused across the spectrum. The recording is quiet and moderately percussive. It covers a very narrow range of pitch classes.,classical,classical/classical.00028,,classical
classical/classical.00029,A up-tempo instrumental excerpt at about 136 beats per minute. The timbre is dark and focused across the spectrum. The recording is very quiet and moderately percussive. It covers a very narrow range of pitch classes.,classical,classical/classical.00029,,classical
classical/classical.00030,A moderate instrumental excerpt at about 117 beats per minute. The timbre is very dark and very focused across the spectrum. The recording is very quiet and smooth. It covers a very narrow range of pitch classes.,classical,classical/classical.00030,,classical
classical/classical.00031,A moderate instrumental excerpt at about 112 beats per minute. The timbre is very dark and very focused across the spectrum. The recording is very quiet and very smooth. It covers a narrow range of pitch classes.,classical,classical/classical.00031,,classical
classical/classical.00032,A moderate instrumental excerpt at about 103 beats per minute. The timbre is very dark and very focused across the spectrum. The recording is very quiet and very smooth. It covers a narrow range of pitch classes.,classical,classical/classical.00032,,classical
classical/classical.00033,A up-tempo instrumental excerpt at about 144 beats per minute. The timbre is very dark and very focused across the spectrum. The recording is very quiet and smooth. It covers a narrow range of pitch classes.,classical,classical/classical.00033,,classical
classical/classical.00034,A moderate instrumental excerpt at about 123 beats per minute. The timbre is very dark and very focused across the spectrum. The recording is very quiet and smooth. It covers a very narrow range of pitch classes.,classical,classical/classical.00034,,classical
classical/classical.00035,A very fast instrumental excerpt at about 152 beats per minute. The timbre is very dark and very focused across the spectrum. The recording is very quiet and smooth. It covers a narrow range of pitch classes.,classical,classical/classical.00035,,classical
classical/classical.00036,A moderate instrumental excerpt at about 108 beats per minute. The timbre is very dark and focused across the spectrum. The recording is very quiet and smooth. It covers a very narrow range of pitch classes.,classical,classical/classical.00036,,classical
classical/classical.00037,A very fast instrumental excerpt at about 161 beats per minute. The timbre is dark and very focused across the spectrum. The recording is very quiet and moderately percussive. It covers a narrow range of pitch classes.,classical,classical/classical.00037,,classical
classical/classical.00038,A very fast instrumental excerpt at about 152 beats per minute. The timbre is very dark and very focused across the spectrum. The recording is very quiet and smooth. It covers a narrow range of pitch classes.,classical,classical/classical.00038,,classical
classical/classical.00039,A very fast instrumental excerpt at about 161 beats per minute. The timbre is dark and focused across the spectrum. The recording is very quiet and moderately percussive. It covers a very narrow range of pitch classes.,classical,classical/classical.00039,,classical
classical/classical.00040,A moderate instrumental excerpt at about 117 beats per minute. The timbre is very dark and focused across the spectrum. The recording is very quiet and smooth. It covers a very narrow range of pitch classes.,classical,classical/classical.00040,,classical
classical/classical.00041,A moderate instrumental excerpt at about 123 beats per minute. The timbre is very dark and very focused across the spectrum. The recording is very quiet and smooth. It covers a very narrow range of pitch classes.,classical,classical/classical.00041,,classical
classical/classical.00042,A very fast instrumental excerpt at about 199 beats per minute. The timbre is very dark and very focused across the spectrum. The recording is moderate and moderately percussive. It covers a very narrow range of pitch classes.,classical,classical/classical.00042,,classical
classical/classical.00043,A up-tempo instrumental excerpt at about 129 beats per minute. The timbre is very dark and focused across the spectrum. The recording is moderate and smooth. It covers a very narrow range of pitch classes.,classical,classical/classical.00043,,classical
